,Subject,manipulation,Manipulation,Stimulation,Session,VisualF,Response,StartTime
0,S1,Bi,Control,Sham,Pre,Left,1,3.23000131174922e-05
1,S1,Bi,Control,Sham,Pre,Left,1,5.643429200048558
2,S1,Bi,Control,Sham,Pre,Left,1,11.024029200081712
3,S1,Bi,Control,Sham,Pre,Left,1,16.804732499993406
4,S1,Bi,Control,Sham,Pre,Left,0,22.317792500020005
5,S1,Bi,Control,Sham,Pre,Right,0,27.6488793999888
6,S1,Bi,Control,Sham,Pre,Left,0,33.24647210002877
7,S1,Bi,Control,Sham,Pre,Left,0,38.89281920006033
8,S1,Bi,Control,Sham,Pre,Right,1,44.42323179997038
9,S1,Bi,Control,Sham,Pre,Right,0,50.02094940003008
10,S1,Bi,Control,Sham,Pre,Right,0,56.334102599998005
11,S1,Bi,Control,Sham,Pre,Right,0,62.14705120003782
12,S1,Bi,Control,Sham,Pre,Left,0,70.01581680006348
13,S1,Bi,Control,Sham,Pre,Left,0,75.65715230000205
14,S1,Bi,Control,Sham,Pre,Right,1,81.20488049997948
15,S1,Bi,Control,Sham,Pre,Left,1,87.50134820002131
16,S1,Bi,Control,Sham,Pre,Right,0,93.0495844000252
17,S1,Bi,Control,Sham,Pre,Left,1,98.86335380002856
18,S1,Bi,Control,Sham,Pre,Left,1,104.2601408000337
19,S1,Bi,Control,Sham,Pre,Right,1,109.68968379998114
20,S1,Bi,Control,Sham,Pre,Left,1,115.23637060006148
21,S1,Bi,Control,Sham,Pre,Right,1,120.91712760005612
22,S1,Bi,Control,Sham,Pre,Left,1,126.431674499996
23,S1,Bi,Control,Sham,Pre,Right,1,131.86101500003133
24,S1,Bi,Control,Sham,Pre,Right,1,137.29274359997362
25,S1,Bi,Control,Sham,Pre,Left,1,143.15621010004543
26,S1,Bi,Control,Sham,Pre,Left,0,148.82022750005126
27,S1,Bi,Control,Sham,Pre,Left,1,154.7336480000522
28,S1,Bi,Control,Sham,Pre,Left,1,160.26459959999193
29,S1,Bi,Control,Sham,Pre,Left,1,165.81248750002123
30,S1,Bi,Control,Sham,Pre,Right,1,171.20810180006083
31,S1,Bi,Control,Sham,Pre,Right,0,176.88934370002244
32,S1,Bi,Control,Sham,Pre,Right,1,182.45227140001955
33,S1,Bi,Control,Sham,Pre,Left,1,187.8827022999758
34,S1,Bi,Control,Sham,Pre,Right,1,193.6310959000839
35,S1,Bi,Control,Sham,Pre,Left,0,199.1114831999876
36,S1,Bi,Control,Sham,Pre,Right,1,204.47448690002784
37,S1,Bi,Control,Sham,Pre,Right,0,209.95530640007928
38,S1,Bi,Control,Sham,Pre,Right,0,215.3872393000638
39,S1,Bi,Control,Sham,Pre,Left,0,220.79937240004077
40,S1,Bi,Control,Sham,Pre,Left,0,226.34663649997677
41,S1,Bi,Control,Sham,Pre,Left,0,232.3937199000502
42,S1,Bi,Control,Sham,Pre,Left,0,237.90842610003887
43,S1,Bi,Control,Sham,Pre,Left,0,243.6894441000186
44,S1,Bi,Control,Sham,Pre,Left,1,249.66853420005648
45,S1,Bi,Control,Sham,Pre,Left,1,255.6647145000752
46,S1,Bi,Control,Sham,Pre,Right,1,260.894892500015
47,S1,Bi,Control,Sham,Pre,Left,1,266.5104685999686
48,S1,Bi,Control,Sham,Pre,Right,0,271.92311830003746
49,S1,Bi,Control,Sham,Pre,Right,1,277.35462420003023
50,S1,Bi,Control,Sham,Pre,Right,1,282.8690716000274
51,S1,Bi,Control,Sham,Pre,Left,1,288.2319753000047
52,S1,Bi,Control,Sham,Pre,Right,1,293.5624614000553
53,S1,Bi,Control,Sham,Pre,Right,1,299.0946836000076
54,S1,Bi,Control,Sham,Pre,Left,1,304.62371820001863
55,S1,Bi,Control,Sham,Pre,Right,0,310.17061590007506
56,S1,Bi,Control,Sham,Pre,Left,1,315.619249099982
57,S1,Bi,Control,Sham,Pre,Right,0,321.08253200002946
58,S1,Bi,Control,Sham,Pre,Left,1,326.4129424999701
59,S1,Bi,Control,Sham,Pre,Left,1,332.07680070004426
60,S1,Bi,Control,Sham,Pre,Right,1,337.4575935000321
61,S1,Bi,Control,Sham,Pre,Left,1,342.9038276000647
62,S1,Bi,Control,Sham,Pre,Left,1,348.2504912000149
63,S1,Bi,Control,Sham,Pre,Right,0,353.5649672000436
64,S1,Bi,Control,Sham,Pre,Left,0,359.11289740004577
65,S1,Bi,Control,Sham,Pre,Right,0,364.4102558000013
66,S1,Bi,Control,Sham,Pre,Right,1,369.7904741000384
67,S1,Bi,Control,Sham,Pre,Right,0,375.0707680999767
68,S1,Bi,Control,Sham,Pre,Right,1,380.4359427000163
69,S1,Bi,Control,Sham,Pre,Left,1,385.7990299999947
70,S1,Bi,Control,Sham,Pre,Left,1,391.61560580006335
71,S1,Bi,Control,Sham,Pre,Right,0,399.9413747000508
72,S1,Bi,Control,Sham,Pre,Left,1,405.55608170002233
73,S1,Bi,Control,Sham,Pre,Right,1,411.003597300034
74,S1,Bi,Control,Sham,Pre,Right,1,416.4827003000537
75,S1,Bi,Control,Sham,Pre,Right,1,421.9640019000508
76,S1,Bi,Control,Sham,Pre,Left,0,427.4269332999829
77,S1,Bi,Control,Sham,Pre,Left,1,432.96476030000485
78,S1,Bi,Control,Sham,Pre,Right,1,438.6545040999772
79,S1,Bi,Control,Sham,Pre,Right,1,444.13614040007815
80,S1,Bi,Control,Sham,Pre,Left,1,449.8993080999935
81,S1,Bi,Control,Sham,Pre,Right,0,455.78050730004907
82,S1,Bi,Control,Sham,Pre,Right,0,461.3618031999795
83,S1,Bi,Control,Sham,Pre,Right,0,467.1408178000711
84,S1,Bi,Control,Sham,Pre,Right,1,472.7543438000139
85,S1,Bi,Control,Sham,Pre,Left,1,479.6840023000259
86,S1,Bi,Control,Sham,Pre,Right,0,485.4484163000016
87,S1,Bi,Control,Sham,Pre,Right,1,490.82860420004
88,S1,Bi,Control,Sham,Pre,Left,1,496.1921043000184
89,S1,Bi,Control,Sham,Pre,Left,1,503.5518765000161
90,S1,Bi,Control,Sham,Pre,Right,1,508.9236166999908
91,S1,Bi,Control,Sham,Pre,Left,1,514.2669940000633
92,S1,Bi,Control,Sham,Pre,Left,1,519.6642127999803
93,S1,Bi,Control,Sham,Pre,Left,1,524.9609564000275
94,S1,Bi,Control,Sham,Pre,Right,0,530.2260529000778
95,S1,Bi,Control,Sham,Pre,Left,1,535.5894383999985
96,S1,Bi,Control,Sham,Pre,Left,0,541.2534895000281
97,S1,Bi,Control,Sham,Pre,Right,1,546.6503965000156
98,S1,Bi,Control,Sham,Pre,Right,1,551.9815215000417
99,S1,Bi,Control,Sham,Pre,Left,1,557.1956136000808
100,S1,Bi,Control,Sham,Pre,Left,0,562.5912958000554
101,S1,Bi,Control,Sham,Pre,Right,1,568.0233590999851
102,S1,Bi,Control,Sham,Pre,Left,1,573.5200298000127
103,S1,Bi,Control,Sham,Pre,Right,0,578.6338322000811
104,S1,Bi,Control,Sham,Pre,Right,1,584.080578400055
105,S1,Bi,Control,Sham,Pre,Right,1,589.5953732000198
106,S1,Bi,Control,Sham,Pre,Left,1,594.9588820000645
0,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,1.2299977242946625e-05
1,S2,UR,Attended Visual Field,Sham,Pre,Right,0,6.060204299981706
2,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,11.523823500028811
3,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,16.971527199959382
4,S2,UR,Attended Visual Field,Sham,Pre,Right,1,22.75172099994961
5,S2,UR,Attended Visual Field,Sham,Pre,Right,1,28.581839099992067
6,S2,UR,Attended Visual Field,Sham,Pre,Right,1,33.99634940002579
7,S2,UR,Attended Visual Field,Sham,Pre,Right,1,39.376573399989866
8,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,44.70728049997706
9,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,50.78756169998087
10,S2,UR,Attended Visual Field,Sham,Pre,Right,1,56.11801899992861
11,S2,UR,Attended Visual Field,Sham,Pre,Right,0,61.53162689995952
12,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,67.01243520004209
13,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,72.4764659999637
14,S2,UR,Attended Visual Field,Sham,Pre,Right,1,77.84017450001556
15,S2,UR,Attended Visual Field,Sham,Pre,Right,1,83.17079899995588
16,S2,UR,Attended Visual Field,Sham,Pre,Right,1,88.73468769993633
17,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,94.49879240000156
18,S2,UR,Attended Visual Field,Sham,Pre,Right,1,99.99571069993544
19,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,105.32633129996248
20,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,110.9068950000219
21,S2,UR,Attended Visual Field,Sham,Pre,Right,1,116.35367390001193
22,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,121.9842389000114
23,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,127.36509630002548
24,S2,UR,Attended Visual Field,Sham,Pre,Right,1,132.99532989994623
25,S2,UR,Attended Visual Field,Sham,Pre,Right,0,138.4090492000105
26,S2,UR,Attended Visual Field,Sham,Pre,Right,1,143.95617669995409
27,S2,UR,Attended Visual Field,Sham,Pre,Right,1,149.2704675999703
28,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,154.65089109994005
29,S2,UR,Attended Visual Field,Sham,Pre,Right,1,159.9984145000344
30,S2,UR,Attended Visual Field,Sham,Pre,Right,0,165.3456159000052
31,S2,UR,Attended Visual Field,Sham,Pre,Right,1,171.2089310999727
32,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,178.07671809999738
33,S2,UR,Attended Visual Field,Sham,Pre,Right,1,183.43620470003225
34,S2,UR,Attended Visual Field,Sham,Pre,Right,1,188.78340509999543
35,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,194.2309083000291
36,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,199.4947344999528
37,S2,UR,Attended Visual Field,Sham,Pre,Right,1,204.85848789999727
38,S2,UR,Attended Visual Field,Sham,Pre,Right,0,210.05625449994116
39,S2,UR,Attended Visual Field,Sham,Pre,Right,1,215.41997759998776
40,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,220.80053250002675
41,S2,UR,Attended Visual Field,Sham,Pre,Right,1,225.99791909998748
42,S2,UR,Attended Visual Field,Sham,Pre,Right,1,231.3288095999742
43,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,236.64216169994324
44,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,241.9064866999397
45,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,247.1036475000437
46,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,252.53430599998683
47,S2,UR,Attended Visual Field,Sham,Pre,Right,0,257.831536600017
48,S2,UR,Attended Visual Field,Sham,Pre,Right,0,263.3789812999312
49,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,269.4425320000155
50,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,274.8399583999999
51,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,280.25358060002327
52,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,285.60062059992924
53,S2,UR,Attended Visual Field,Sham,Pre,Right,1,290.8479251000099
54,S2,UR,Attended Visual Field,Sham,Pre,Right,0,296.2450233999407
55,S2,UR,Attended Visual Field,Sham,Pre,Right,1,301.67581219994463
56,S2,UR,Attended Visual Field,Sham,Pre,Right,1,307.6559867999749
57,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,312.9366192999296
58,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,318.5502937999554
59,S2,UR,Attended Visual Field,Sham,Pre,Right,0,324.0309344000416
60,S2,UR,Attended Visual Field,Sham,Pre,Right,0,329.6114180999575
61,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,335.2420224000234
62,S2,UR,Attended Visual Field,Sham,Pre,Right,1,340.4892693000147
63,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,345.8365249999333
64,S2,UR,Attended Visual Field,Sham,Pre,Right,0,351.1835851999931
65,S2,UR,Attended Visual Field,Sham,Pre,Right,0,356.5476162999403
66,S2,UR,Attended Visual Field,Sham,Pre,Right,0,361.8122862000018
67,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,367.2256637000246
68,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,372.6896878000116
69,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,377.9036578999367
70,S2,UR,Attended Visual Field,Sham,Pre,Right,0,383.2009806999704
71,S2,UR,Attended Visual Field,Sham,Pre,Right,0,388.7814080000389
72,S2,UR,Attended Visual Field,Sham,Pre,Right,1,394.0120892999694
73,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,399.30914499994833
74,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,404.50671769992914
75,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,409.6874080999987
76,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,414.83510319993366
77,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,420.0153226000257
78,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,425.16266729997005
79,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,430.3268552999944
80,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,435.4243521000026
81,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,440.9379531999584
82,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,446.23534250003286
83,S2,UR,Attended Visual Field,Sham,Pre,Right,1,452.5293074999936
84,S2,UR,Attended Visual Field,Sham,Pre,Right,1,457.9792911999393
85,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,463.5766067999648
86,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,468.8570698000258
87,S2,UR,Attended Visual Field,Sham,Pre,Right,1,474.104525999981
88,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,479.5019575000042
89,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,484.7991899999324
90,S2,UR,Attended Visual Field,Sham,Pre,Right,1,489.996467799996
91,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,495.2939892000286
92,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,500.5412173999939
93,S2,UR,Attended Visual Field,Sham,Pre,Right,0,506.2715594000183
94,S2,UR,Attended Visual Field,Sham,Pre,Right,1,511.7521338999504
95,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,517.1823798000114
96,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,522.8296015999513
97,S2,UR,Attended Visual Field,Sham,Pre,Right,1,528.1269960999489
98,S2,UR,Attended Visual Field,Sham,Pre,Right,1,533.7241373999277
99,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,539.3382506000344
100,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,546.1219545999775
101,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,555.0963755999692
102,S2,UR,Ignored Visual Field,Sham,Pre,Left,0,561.1767474999651
103,S2,UR,Attended Visual Field,Sham,Pre,Right,1,566.440825699945
104,S2,UR,Attended Visual Field,Sham,Pre,Right,1,571.7882201999892
105,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,577.1686553999316
106,S2,UR,Attended Visual Field,Sham,Pre,Right,0,582.3993690999923
107,S2,UR,Attended Visual Field,Sham,Pre,Right,1,588.2295643000398
108,S2,UR,Ignored Visual Field,Sham,Pre,Left,1,594.12654940004
0,S3,UR,Attended Visual Field,Sham,Pre,Right,1,2.340000355616212e-05
1,S3,UR,Attended Visual Field,Sham,Pre,Right,1,5.480285700003151
2,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,10.925755799995386
3,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,16.406214100003126
4,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,21.936815499997465
5,S3,UR,Attended Visual Field,Sham,Pre,Right,1,27.18417710000358
6,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,32.54810030000226
7,S3,UR,Attended Visual Field,Sham,Pre,Right,1,38.028300299993134
8,S3,UR,Attended Visual Field,Sham,Pre,Right,1,43.34266029999708
9,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,50.259940299991285
10,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,55.68603699999221
11,S3,UR,Attended Visual Field,Sham,Pre,Right,1,60.90002309999545
12,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,65.96414870000444
13,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,70.97824399999809
14,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,76.15888069999346
15,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,81.42278199999419
16,S3,UR,Attended Visual Field,Sham,Pre,Right,0,86.4370074000035
17,S3,UR,Attended Visual Field,Sham,Pre,Right,0,92.16734489999362
18,S3,UR,Attended Visual Field,Sham,Pre,Right,0,97.6811025999923
19,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,103.09515459999966
20,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,108.30904619999636
21,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,114.97675699999672
22,S3,UR,Attended Visual Field,Sham,Pre,Right,0,120.81933240000215
23,S3,UR,Attended Visual Field,Sham,Pre,Right,0,126.3831274999975
24,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,131.6971623999998
25,S3,UR,Attended Visual Field,Sham,Pre,Right,1,137.01109179999912
26,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,142.410109000004
27,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,147.57237569999415
28,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,152.66960069999914
29,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,158.0336505000014
30,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,163.23111919999064
31,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,168.34471889999986
32,S3,UR,Attended Visual Field,Sham,Pre,Right,1,173.77552239999932
33,S3,UR,Attended Visual Field,Sham,Pre,Right,1,179.13958849999472
34,S3,UR,Attended Visual Field,Sham,Pre,Right,0,184.5699506999954
35,S3,UR,Attended Visual Field,Sham,Pre,Right,0,190.0005548000045
36,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,195.33100189999092
37,S3,UR,Attended Visual Field,Sham,Pre,Right,1,200.3951486000005
38,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,205.60918869999296
39,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,210.7398075999954
40,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,215.9039153999911
41,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,221.20127720000164
42,S3,UR,Attended Visual Field,Sham,Pre,Right,0,226.3818047999957
43,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,231.66246530000356
44,S3,UR,Attended Visual Field,Sham,Pre,Right,1,236.8764014999906
45,S3,UR,Attended Visual Field,Sham,Pre,Right,1,242.27365580000333
46,S3,UR,Attended Visual Field,Sham,Pre,Right,1,247.5710487000033
47,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,252.7681287000014
48,S3,UR,Attended Visual Field,Sham,Pre,Right,1,257.94896949999384
49,S3,UR,Attended Visual Field,Sham,Pre,Right,1,263.329467699994
50,S3,UR,Attended Visual Field,Sham,Pre,Right,1,268.37707590000355
51,S3,UR,Attended Visual Field,Sham,Pre,Right,0,273.8739338000014
52,S3,UR,Attended Visual Field,Sham,Pre,Right,1,279.2046316000051
53,S3,UR,Attended Visual Field,Sham,Pre,Right,1,284.53530879999744
54,S3,UR,Attended Visual Field,Sham,Pre,Right,1,289.5159543000045
55,S3,UR,Attended Visual Field,Sham,Pre,Right,1,294.5468319999927
56,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,299.52757530000235
57,S3,UR,Attended Visual Field,Sham,Pre,Right,1,304.65844250000373
58,S3,UR,Attended Visual Field,Sham,Pre,Right,1,310.10607300000265
59,S3,UR,Attended Visual Field,Sham,Pre,Right,1,315.3528013000032
60,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,320.5667631999968
61,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,325.88077879999764
62,S3,UR,Attended Visual Field,Sham,Pre,Right,1,332.648411999995
63,S3,UR,Attended Visual Field,Sham,Pre,Right,1,337.7247898999922
64,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,343.3718360999919
65,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,348.43577870000445
66,S3,UR,Attended Visual Field,Sham,Pre,Right,1,353.7332682999986
67,S3,UR,Attended Visual Field,Sham,Pre,Right,1,358.9303554999933
68,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,364.5107656000037
69,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,369.8083180999965
70,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,374.8389423000044
71,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,380.2528478000022
72,S3,UR,Attended Visual Field,Sham,Pre,Right,1,385.3668464999937
73,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,391.0472959000035
74,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,396.4112038000021
75,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,401.52522060000047
76,S3,UR,Attended Visual Field,Sham,Pre,Right,1,406.77259900000354
77,S3,UR,Attended Visual Field,Sham,Pre,Right,1,411.91988129999663
78,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,417.200445800001
79,S3,UR,Attended Visual Field,Sham,Pre,Right,1,422.46455589999096
80,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,427.7117660999938
81,S3,UR,Attended Visual Field,Sham,Pre,Right,0,432.7258620999928
82,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,438.25649649999104
83,S3,UR,Attended Visual Field,Sham,Pre,Right,1,443.4039263000013
84,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,448.7509449999925
85,S3,UR,Attended Visual Field,Sham,Pre,Right,1,453.86492310000176
86,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,459.1124439999985
87,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,464.3764400999935
88,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,469.8899650999956
89,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,475.170538499995
90,S3,UR,Attended Visual Field,Sham,Pre,Right,1,480.23475819999294
91,S3,UR,Attended Visual Field,Sham,Pre,Right,1,485.5654849999992
92,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,490.9292971999967
93,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,496.15985060000094
94,S3,UR,Attended Visual Field,Sham,Pre,Right,1,501.4237729000015
95,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,506.4878929999977
96,S3,UR,Attended Visual Field,Sham,Pre,Right,1,511.51949179999065
97,S3,UR,Attended Visual Field,Sham,Pre,Right,1,516.6827458000043
98,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,521.8968175999908
99,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,527.143968999997
100,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,532.4246356999938
101,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,537.4553511999984
102,S3,UR,Attended Visual Field,Sham,Pre,Right,1,542.6860641999956
103,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,547.8830750999914
104,S3,UR,Attended Visual Field,Sham,Pre,Right,1,553.0638938000047
105,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,558.2945833999984
106,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,563.3085394999944
107,S3,UR,Attended Visual Field,Sham,Pre,Right,1,568.5226545000041
108,S3,UR,Ignored Visual Field,Sham,Pre,Left,0,574.104605600005
109,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,579.6337342000043
110,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,584.5978649000026
111,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,589.7283394999977
112,S3,UR,Ignored Visual Field,Sham,Pre,Left,1,594.7259564999986
113,S3,UR,Attended Visual Field,Sham,Pre,Right,0,599.7232446999988
0,S4,UR,Attended Visual Field,Sham,Pre,Right,1,1.580000389367342e-05
1,S4,UR,Ignored Visual Field,Sham,Pre,Left,0,5.2036713000852615
2,S4,UR,Attended Visual Field,Sham,Pre,Right,1,10.234821400023066
3,S4,UR,Attended Visual Field,Sham,Pre,Right,1,15.498438600101508
4,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,20.779258800088428
5,S4,UR,Attended Visual Field,Sham,Pre,Right,1,25.793345600017343
6,S4,UR,Attended Visual Field,Sham,Pre,Right,1,31.04063010006212
7,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,36.854362300015055
8,S4,UR,Attended Visual Field,Sham,Pre,Right,1,41.718502000090666
9,S4,UR,Attended Visual Field,Sham,Pre,Right,1,46.94930950005073
10,S4,UR,Attended Visual Field,Sham,Pre,Right,1,52.14642810006626
11,S4,UR,Ignored Visual Field,Sham,Pre,Left,0,57.344544999999925
12,S4,UR,Attended Visual Field,Sham,Pre,Right,1,62.9414179000305
13,S4,UR,Attended Visual Field,Sham,Pre,Right,1,68.12195890001021
14,S4,UR,Ignored Visual Field,Sham,Pre,Left,0,73.3691536000697
15,S4,UR,Ignored Visual Field,Sham,Pre,Left,0,78.6828163000755
16,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,83.83009520010091
17,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,88.89437069999985
18,S4,UR,Attended Visual Field,Sham,Pre,Right,1,94.02502380008808
19,S4,UR,Attended Visual Field,Sham,Pre,Right,1,99.25568330008537
20,S4,UR,Attended Visual Field,Sham,Pre,Right,1,104.6363519000588
21,S4,UR,Ignored Visual Field,Sham,Pre,Left,0,110.28337499999908
22,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,115.3640846000053
23,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,120.32840310002211
24,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,125.19246150006074
25,S4,UR,Ignored Visual Field,Sham,Pre,Left,0,130.70640790008474
26,S4,UR,Attended Visual Field,Sham,Pre,Right,1,139.01902530004736
27,S4,UR,Attended Visual Field,Sham,Pre,Right,1,145.46578120009508
28,S4,UR,Attended Visual Field,Sham,Pre,Right,1,151.42923180002254
29,S4,UR,Attended Visual Field,Sham,Pre,Right,1,157.49262510007247
30,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,162.67361170006916
31,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,167.73758559999987
32,S4,UR,Attended Visual Field,Sham,Pre,Right,0,172.9846112000523
33,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,177.61576870002318
34,S4,UR,Attended Visual Field,Sham,Pre,Right,1,183.72942069999408
35,S4,UR,Attended Visual Field,Sham,Pre,Right,1,188.97656730003652
36,S4,UR,Attended Visual Field,Sham,Pre,Right,1,194.20727650006305
37,S4,UR,Attended Visual Field,Sham,Pre,Right,1,199.35498100006956
38,S4,UR,Attended Visual Field,Sham,Pre,Right,0,204.46881019999276
39,S4,UR,Attended Visual Field,Sham,Pre,Right,1,209.48298400000203
40,S4,UR,Attended Visual Field,Sham,Pre,Right,1,214.63025980000384
41,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,219.6113134000916
42,S4,UR,Attended Visual Field,Sham,Pre,Right,0,224.9583377999952
43,S4,UR,Ignored Visual Field,Sham,Pre,Left,1,230.45543480000924
44,S4,UR,Attended Visual Field,Sham,Pre,Right,0,236.9075942999916
45,S4,UR,Attended Visual Field,Sham,Pre,Right,0,242.48290900001305
46,S4,UR,Attended Visual Field,Sham,Pre,Right,1,247.863225899986
47,S4,UR,Attended Visual Field,Sham,Pre,Right,1,253.04373390006367
